,c,r
5051,189424,1
5052,189427,1
5053,189430,1
5054,189433,0
5055,189439,1
5056,189442,1
5057,189445,1
5058,189448,0
5059,189451,0
5060,189454,1
5061,189457,0
5062,189460,1
5063,189463,1
5064,189466,1
5065,189469,0
5066,189472,1
5067,189475,1
5068,189478,1
5069,189481,0
5070,189484,1
5071,189487,1
5072,189490,1
5073,189493,0
5074,189496,0
5075,189499,0
5076,189502,1
5077,189505,0
5078,189508,1
5079,189511,1
5080,189514,1
5081,189517,0
5082,189520,0
5083,189523,1
5084,189526,1
5085,189529,1
5086,189532,0
5087,189535,1
5088,189538,1
5089,189541,0
5090,189544,1
5091,189547,1
5092,189550,0
5093,189553,1
5094,189556,0
5095,189559,0
5096,189562,1
5097,189565,1
5098,189568,1
5099,189571,0
5100,189574,1
5101,189577,0
5102,189580,1
5103,189583,0
5104,189586,1
5105,189589,1
5106,189592,0
5107,189595,1
5108,189598,1
5109,189601,0
5110,189604,1
5111,189607,1
5112,189610,1
5113,189613,0
5114,189616,1
5115,189619,1
5116,189622,1
5117,189625,1
5118,189628,0
5119,189631,1
5120,189634,0
5121,189637,0
5122,189640,1
5123,189643,0
5124,189646,0
5125,189649,0
5126,189652,0
5127,189655,1
5128,189658,1
5129,189661,1
5130,189664,0
5131,189667,0
5132,189670,1
5133,189673,0
5134,189676,1
5135,189679,1
5136,189682,0
5137,189685,0
5138,189688,0
5139,189691,1
5140,189694,1
5141,189697,1
5142,189700,0
5143,189703,1
5144,189706,0
5145,189709,0
5146,189712,1
5147,189715,0
5148,189718,1
5149,189721,0
5150,189724,0
5151,189727,1
5152,189739,1
5153,189742,0
5154,189745,1
5155,189748,0
5156,189751,1
5157,189754,1
5158,189757,1
5159,189760,0
5160,189763,1
5161,189766,0
5162,189769,1
5163,189772,0
5164,189775,1
5165,189778,1
5166,189781,0
5167,189784,1
5168,189787,0
5169,189790,1
5170,189793,1
5171,189796,0
5172,189799,1
5173,189802,0
5174,189805,1
5175,189808,0
5176,189811,1
5177,189814,1
5178,189817,1
5179,189820,1
5180,189823,1
5181,189826,1
5182,189829,1
5183,189832,1
5184,189835,0
5185,189838,0
5186,189841,1
5187,189844,1
5188,189847,1
5189,189850,1
5190,189853,0
5191,189856,0
5192,189859,0
5193,189862,0
5194,189865,0
5195,189868,0
5196,189871,0
5197,189874,1
5198,189877,0
5199,189880,0
5200,189883,1
5201,189886,0
5202,189889,1
5203,189892,0
5204,189895,1
5205,189898,1
5206,189901,1
5207,189904,1
5208,189907,1
5209,189910,1
5210,189913,0
5211,189916,0
5212,189919,0
5213,189922,0
5214,189925,1
5215,189928,0
5216,189931,1
5217,189934,0
5218,189937,1
5219,189940,0
5220,189943,0
5221,189946,0
5222,189949,0
5223,189952,0
5224,189955,0
5225,189958,0
5226,189961,0
5227,189964,1
5228,189967,0
5229,189970,0
5230,189973,0
5231,189976,0
5232,189979,1
5233,189982,0
5234,189985,1
5235,189988,0
5236,189991,0
5237,189999,0
5238,190002,1
5239,190005,1
5240,190008,1
5241,190011,0
5242,190014,0
5243,190017,1
5244,190020,0
5245,190039,1
5246,190042,1
5247,190045,1
5248,190048,0
5249,190051,1
5250,190054,0
5251,190057,1
5252,190060,0
5253,190063,1
5254,190066,0
5255,190069,0
5256,190072,1
5257,190075,1
5258,190078,1
5259,190081,1
5260,190084,1
5261,190087,0
5262,190090,0
5263,190093,0
5264,190096,0
5265,190099,1
5266,190102,0
5267,190105,1
5268,190108,0
5269,190111,1
5270,190114,1
5271,190117,0
5272,190120,0
5273,190123,0
5274,190126,0
5275,190129,1
5276,190132,1
5277,190135,1
5278,190138,0
5279,190141,0
5280,190144,1
5281,190147,1
5282,190150,1
5283,190153,1
5284,190156,0
5285,190159,1
5286,190162,1
5287,190165,0
5288,190168,1
5289,190171,1
5290,190174,1
5291,190177,1
5292,190180,1
5293,190183,0
5294,190186,1
5295,190189,1
5296,190192,0
5297,190195,1
5298,190198,1
5299,190201,0
5300,190204,1
5301,190207,1
5302,190210,1
5303,190213,1
5304,190216,0
5305,190219,0
5306,190222,1
5307,190225,1
5308,190228,1
5309,190231,1
5310,190234,1
5311,190237,0
5312,190240,0
5313,190243,0
5314,190246,0
5315,190249,1
5316,190252,1
5317,190255,0
5318,190258,1
5319,190261,0
5320,190264,0
5321,190267,0
5322,190270,1
5323,190273,0
5324,190276,0
5325,190279,1
5326,190282,0
5327,190285,1
5328,190288,0
5329,190299,0
5330,190302,1
5331,190305,1
5332,190308,1
5333,190311,1
5334,190314,1
5335,190317,0
5336,190320,0
5337,190339,0
5338,190342,1
5339,190345,1
5340,190348,1
5341,190351,0
5342,190354,1
5343,190357,0
5344,190360,1
5345,190363,0
5346,190366,1
5347,190369,1
5348,190372,1
5349,190375,0
5350,190378,0
5351,190381,0
5352,190384,0
5353,190387,0
5354,190390,1
5355,190393,0
5356,190396,0
5357,190399,1
5358,190402,0
5359,190405,1
5360,190408,1
5361,190411,0
5362,190414,1
5363,190417,1
5364,190420,0
5365,190423,1
5366,190426,0
5367,190429,1
5368,190432,0
5369,190435,1
5370,190438,0
5371,190441,0
5372,190444,1
5373,190447,1
5374,190450,0
5375,190453,1
5376,190456,0
5377,190459,0
5378,190462,0
5379,190465,1
5380,190468,0
5381,190471,1
5382,190474,1
5383,190477,1
5384,190480,0
5385,190483,1
5386,190486,1
5387,190489,1
5388,190492,0
5389,190495,0
5390,190498,0
5391,190501,1
5392,190504,0
5393,190507,1
5394,190510,1
5395,190513,0
5396,190516,0
5397,190519,0
5398,190522,0
5399,190525,0
5400,190528,1
5401,190531,0
5402,190534,0
5403,190537,0
5404,190540,0
5405,190543,0
5406,190546,0
5407,190549,0
5408,190552,0
5409,190555,0
5410,190558,1
5411,190561,0
5412,190564,0
5413,190567,0
5414,190570,1
5415,190573,0
5416,190576,0
5417,190579,0
5418,190582,1
5419,190585,1
5420,190588,1
5421,190591,0
5422,190594,1
5423,190597,0
5424,190600,0
5425,190603,1
5426,190606,0
5427,190609,0
5428,190612,1
5429,190615,0
5430,190618,0
5431,190621,0
5432,190624,1
5433,190627,1
5434,190630,0
5435,190633,1
5436,190636,1
5437,190639,0
5438,190642,1
5439,190645,1
5440,190648,0
5441,190659,1
5442,190662,0
5443,190665,0
5444,190668,1
5445,190671,0
5446,190674,0
5447,190677,0
5448,190680,0
5449,190683,0
5450,190686,1
5451,190689,1
5452,190692,1
5453,190695,1
5454,190698,1
5455,190701,0
5456,190704,0
5457,190707,1
5458,190710,1
5459,190713,1
5460,190716,0
5461,190719,0
5462,190722,0
5463,190725,1
5464,190728,1
5465,190731,0
5466,190734,0
5467,190737,0
5468,190740,0
5469,190743,1
5470,190746,1
5471,190749,0
5472,190752,1
5473,190755,1
5474,190758,0
5475,190761,0
5476,190764,0
5477,190767,0
5478,190770,0
5479,190773,0
5480,190776,0
5481,190779,0
5482,190782,1
5483,190785,0
5484,190788,1
5485,190791,0
5486,190794,1
5487,190797,1
5488,190800,0
5489,190803,1
5490,190806,1
5491,190809,0
5492,190812,1
5493,190815,1
5494,190818,1
5495,190821,1
5496,190824,0
5497,190827,0
5498,190830,1
5499,190833,1
5500,190836,0
5501,190839,0
5502,190842,1
5503,190845,1
5504,190848,1
5505,190851,0
5506,190854,1
5507,190857,0
5508,190860,1
5509,190863,1
5510,190866,0
5511,190869,0
5512,190872,1
5513,190875,0
5514,190878,0
5515,190881,1
5516,190884,1
5517,190887,0
5518,190890,0
5519,190893,0
5520,190896,0
5521,190899,1
5522,190902,1
5523,190905,0
5524,190908,0
5525,190911,1
5526,190914,1
5527,190917,0
5528,190920,0
5529,190923,0
5530,190926,0
5531,190929,0
5532,190932,1
5533,190935,1
5534,190938,0
5535,190941,0
5536,190944,1
5537,190947,1
5538,190950,1
5539,190953,1
5540,190956,0
5541,190959,1
5542,190962,1
5543,190965,0
5544,190968,0
5545,190971,1
5546,190974,0
5547,190977,1
5548,190980,0
5549,190983,0
5550,190986,1
5551,190989,1
5552,190992,0
5553,190995,0
5554,190998,0
5555,191001,0
5556,191004,0
5557,191007,1
5558,191010,1
5559,191013,1
5560,191016,1
5561,191019,1
5562,191022,0
5563,191025,0
5564,191028,1
5565,191031,1
5566,191034,0
5567,191037,1
5568,191040,1
5569,191043,1
5570,191046,0
5571,191049,1
5572,191052,0
5573,191055,1
5574,191058,0
5575,191061,1
5576,191064,0
5577,191067,1
5578,191070,0
5579,191073,1
5580,191076,1
5581,191079,0
5582,191082,1
5583,191085,1
5584,191088,0
5585,191091,1
5586,191094,0
5587,191097,1
5588,191100,1
5589,191103,1
5590,191106,0
5591,191109,1
5592,191112,1
5593,191115,0
5594,191118,1
5595,191121,0
5596,191124,0
5597,191127,1
5598,191130,1
5599,191133,0
5600,191136,1
5601,191139,0
5602,191142,0
5603,191145,0
5604,191148,0
5605,191151,1
5606,191154,0
5607,191157,1
5608,191160,0
5609,191163,0
5610,191166,0
5611,191169,0
5612,191172,0
5613,191175,1
5614,191178,1
5615,191181,0
5616,191184,1
5617,191187,1
5618,191190,1
5619,191193,1
5620,191196,1
5621,191199,1
5622,191202,0
5623,191205,0
5624,191208,0
5625,191211,0
5626,191214,1
5627,191217,0
5628,191220,0
5629,191223,0
5630,191226,0
5631,191239,0
5632,191242,1
5633,191245,1
5634,191248,1
5635,191251,0
5636,191254,0
5637,191257,0
5638,191260,1
5639,191263,0
5640,191266,1
5641,191269,1
5642,191272,0
5643,191275,1
5644,191278,0
5645,191281,0
5646,191284,0
5647,191287,1
5648,191290,1
5649,191293,1
5650,191296,1
5651,191299,0
5652,191302,1
5653,191305,1
5654,191308,1
5655,191311,0
5656,191314,1
5657,191317,0
5658,191320,0
5659,191323,1
5660,191326,1
5661,191329,0
5662,191332,0
5663,191335,0
5664,191338,0
5665,191341,1
5666,191344,0
5667,191347,1
5668,191350,1
5669,191353,1
5670,191356,1
5671,191359,0
5672,191362,0
5673,191365,1
5674,191368,1
5675,191371,1
5676,191374,1
5677,191377,0
5678,191380,0
5679,191383,0
5680,191386,1
5681,191389,0
5682,191392,0
5683,191395,0
5684,191398,1
5685,191401,1
5686,191404,1
5687,191407,1
5688,191410,0
5689,191413,0
5690,191416,1
5691,191419,0
5692,191422,1
5693,191425,1
5694,191428,1
5695,191431,0
5696,191434,1
5697,191437,1
5698,191440,1
5699,191443,1
5700,191446,1
5701,191449,1
5702,191452,0
5703,191455,1
5704,191458,0
5705,191461,0
5706,191464,0
5707,191467,1
5708,191470,1
5709,191473,0
5710,191476,1
5711,191479,0
5712,191482,0
5713,191485,1
5714,191488,0
5715,191491,0
5716,191494,0
5717,191497,1
5718,191500,1
5719,191503,1
5720,191506,0
5721,191509,0
5722,191512,1
5723,191515,0
5724,191518,0
5725,191521,1
5726,191524,1
5727,191527,1
5728,191530,0
5729,191533,0
5730,191536,0
5731,191539,1
5732,191542,0
5733,191545,0
5734,191548,0
5735,191551,0
5736,191554,1
5737,191557,1
5738,191560,1
5739,191563,0
5740,191566,1
5741,191569,0
5742,191572,0
5743,191575,1
5744,191578,1
5745,191581,1
5746,191584,1
5747,191587,0
5748,191599,1
5749,191602,1
5750,191605,1
5751,191608,1
5752,191611,1
5753,191614,0
5754,191617,1
5755,191620,1
5756,191623,0
5757,191626,1
5758,191629,0
5759,191632,1
5760,191635,0
5761,191638,1
5762,191641,1
5763,191644,1
5764,191647,0
5765,191650,0
5766,191653,1
5767,191656,0
5768,191659,0
5769,191662,1
5770,191665,0
5771,191668,1
5772,191671,0
5773,191674,0
5774,191677,0
5775,191680,0
5776,191683,0
5777,191686,1
5778,191689,0
5779,191692,0
5780,191695,0
5781,191698,1
5782,191701,0
5783,191704,1
5784,191707,1
5785,191710,0
5786,191713,0
5787,191716,0
5788,191719,1
5789,191722,0
5790,191725,0
5791,191728,1
5792,191731,0
5793,191734,0
5794,191737,0
5795,191740,0
5796,191743,0
5797,191746,0
5798,191749,1
5799,191752,1
5800,191755,1
5801,191758,1
5802,191761,0
5803,191764,0
5804,191767,0
5805,191770,0
5806,191773,1
5807,191776,1
5808,191779,1
5809,191782,0
5810,191785,1
5811,191788,0
5812,191791,1
5813,191794,1
5814,191797,0
5815,191798,0
5816,191803,0
5817,191806,1
5818,191809,0
5819,191812,0
5820,191815,1
5821,191818,1
5822,191821,0
5823,191839,1
5824,191842,1
5825,191845,0
5826,191848,1
5827,191851,1
5828,191854,0
5829,191857,0
5830,191860,1
5831,191863,0
5832,191866,0
5833,191869,0
5834,191872,0
5835,191875,1
5836,191878,1
5837,191881,0
5838,191884,0
5839,191887,1
5840,191890,1
5841,191893,1
5842,191896,0
5843,191899,1
5844,191902,1
5845,191905,1
5846,191908,1
5847,191911,1
5848,191914,1
5849,191917,0
5850,191920,0
5851,191923,1
5852,191926,1
5853,191929,0
5854,191932,1
5855,191935,0
5856,191938,1
5857,191941,0
5858,191944,1
5859,191947,1
5860,191950,0
5861,191953,1
5862,191956,0
5863,191959,0
5864,191962,0
5865,191965,0
5866,191968,1
5867,191971,1
5868,191974,0
5869,191977,1
5870,191980,1
5871,191983,0
5872,191986,0
5873,191989,0
5874,191992,0
5875,191995,0
5876,191998,1
5877,192001,0
5878,192004,1
5879,192007,0
5880,192010,1
5881,192013,0
5882,192016,1
5883,192019,1
5884,192022,0
5885,192025,1
5886,192028,0
5887,192031,0
5888,192034,0
5889,192037,1
5890,192040,1
5891,192043,0
5892,192046,0
5893,192049,1
5894,192052,1
5895,192055,1
5896,192058,1
5897,192061,0
5898,192064,1
5899,192067,1
5900,192070,1
5901,192073,1
5902,192076,0
5903,192079,0
5904,192082,1
5905,192085,1
5906,192088,0
5907,192091,0
5908,192094,0
5909,192097,1
5910,192100,0
5911,192103,1
5912,192106,0
5913,192109,0
5914,192112,0
5915,192115,0
5916,192118,0
5917,192121,1
5918,192124,0
5919,192139,0
5920,192142,1
5921,192145,1
5922,192148,1
5923,192151,0
5924,192154,0
5925,192157,0
5926,192160,0
5927,192163,0
5928,192166,0
5929,192169,0
5930,192172,0
5931,192175,1
5932,192178,0
5933,192181,0
5934,192184,1
5935,192187,1
5936,192190,0
5937,192193,1
5938,192196,1
5939,192199,1
5940,192202,1
5941,192205,0
5942,192208,1
5943,192211,0
5944,192214,1
5945,192217,0
5946,192220,0
5947,192223,1
5948,192226,1
5949,192229,1
5950,192232,1
5951,192235,1
5952,192238,1
5953,192241,0
5954,192244,1
5955,192247,1
5956,192250,1
5957,192253,1
5958,192256,0
5959,192259,0
5960,192262,0
5961,192265,1
5962,192268,1
5963,192271,0
5964,192274,0
5965,192277,0
5966,192280,1
5967,192283,1
5968,192286,0
5969,192289,1
5970,192292,0
5971,192295,0
5972,192298,1
5973,192301,1
5974,192304,0
5975,192307,0
5976,192310,1
5977,192313,0
5978,192316,1
5979,192319,1
5980,192322,1
5981,192325,1
5982,192328,1
5983,192331,1
5984,192334,0
5985,192337,0
5986,192340,0
5987,192343,1
5988,192346,0
5989,192349,0
5990,192359,1
5991,192362,0
5992,192365,0
5993,192368,1
5994,192371,1
5995,192374,0
5996,192377,1
5997,192380,1
5998,192383,0
5999,192386,1
6000,192389,0
6001,192392,1
6002,192395,0
6003,192398,1
6004,192401,0
6005,192404,1
6006,192407,0
6007,192410,0
6008,192413,0
6009,192416,1
6010,192419,1
6011,192422,0
6012,192425,1
6013,192428,0
6014,192431,1
6015,192434,1
6016,192437,0
6017,192440,1
6018,192443,0
6019,192446,1
6020,192449,0
6021,192452,1
6022,192455,1
6023,192458,0
6024,192461,0
6025,192464,0
6026,192467,1
6027,192470,0
6028,192473,1
6029,192476,0
6030,192479,1
6031,192482,1
6032,192485,1
6033,192488,0
6034,192491,1
6035,192494,0
6036,192497,0
6037,192500,1
6038,192503,1
6039,192506,1
6040,192509,1
6041,192512,0
6042,192515,1
6043,192518,1
6044,192521,0
6045,192524,0
6046,192527,0
6047,192530,0
6048,192533,0
6049,192536,0
6050,192539,1
6051,192542,1
6052,192545,0
6053,192548,0
6054,192551,1
6055,192554,1
6056,192557,0
6057,192560,1
6058,192563,1
6059,192566,1
6060,192569,1
6061,192572,0
6062,192575,1
6063,192578,0
6064,192581,0
6065,192584,1
6066,192587,1
6067,192590,0
6068,192593,0
6069,192596,0
6070,192599,0
6071,192602,0
6072,192605,1
6073,192608,0
6074,192611,1
6075,192614,0
6076,192617,0
6077,192620,1
6078,192623,0
6079,192626,1
6080,192629,1
6081,192632,0
6082,192635,0
6083,192638,0
6084,192641,1
6085,192644,1
6086,192647,0
6087,192650,0
6088,192653,1
6089,192656,0
6090,192659,1
6091,192662,0
6092,192665,1
6093,192668,0
6094,192671,1
6095,192674,1
6096,192677,1
6097,192680,1
6098,192683,0
6099,192686,0
6100,192689,1
6101,192692,1
6102,192695,1
6103,192698,0
6104,192701,0
6105,192704,1
6106,192707,1
6107,192710,0
6108,192713,0
6109,192716,0
6110,192719,0
6111,192722,0
6112,192725,0
6113,192728,1
6114,192731,0
6115,192734,0
6116,192737,0
6117,192740,0
6118,192743,0
6119,192746,0
6120,192749,0
6121,192752,1
6122,192755,1
6123,192758,0
6124,192761,0
6125,192764,1
6126,192767,1
6127,192770,0
6128,192773,0
6129,192776,0
6130,192779,1
6131,192782,1
6132,192785,0
6133,192788,1
6134,192791,0
6135,192794,1
6136,192797,0
6137,192800,0
6138,192803,1
6139,192806,0
6140,192809,0
6141,192812,1
6142,192815,1
6143,192819,1
6144,192822,0
6145,192825,0
6146,192828,1
6147,192831,0
6148,192834,1
6149,192837,1
6150,192840,0
6151,192843,1
6152,192846,1
6153,192849,0
6154,192852,0
6155,192855,0
6156,192858,1
6157,192861,1
6158,192864,0
6159,192867,0
6160,192870,0
6161,192873,1
6162,192876,0
6163,192879,0
6164,192882,0
6165,192885,1
6166,192888,1
6167,192891,1
6168,192894,0
6169,192897,1
6170,192900,1
6171,192903,0
6172,192906,1
6173,192909,1
6174,192912,0
6175,192915,1
6176,192918,0
6177,192921,0
6178,192924,0
6179,192927,0
6180,192930,0
6181,192933,0
6182,192936,1
6183,192939,1
6184,192942,1
6185,192945,1
6186,192948,1
6187,192951,0
6188,192954,0
6189,192957,0
6190,192960,0
6191,192963,1
6192,192966,0
6193,192969,1
6194,192972,1
6195,192975,1
6196,192978,1
6197,192981,0
6198,192984,0
6199,192987,0
6200,192990,1
6201,192993,1
6202,192996,1
6203,192999,0
6204,193002,1
6205,193005,1
6206,193008,1
6207,193011,0
6208,193014,0
6209,193017,0
6210,193020,0
6211,193023,0
6212,193026,0
6213,193029,0
6214,193032,1
6215,193035,0
6216,193038,0
6217,193041,0
6218,193044,0
6219,193047,0
6220,193050,1
6221,193053,0
6222,193056,1
6223,193059,0
6224,193062,0
6225,193065,1
6226,193068,0
6227,193071,1
6228,193074,1
6229,193077,0
6230,193080,1
6231,193083,0
6232,193086,0
6233,193089,1
6234,193092,0
6235,193095,1
6236,193098,1
6237,193101,0
6238,193104,0
6239,193107,1
6240,193110,0
6241,193113,0
6242,193116,0
6243,193119,1
6244,193122,0
6245,193125,1
6246,193128,0
6247,193131,0
6248,193134,0
6249,193137,0
6250,193140,0
6251,193159,1
6252,193162,0
6253,193165,0
6254,193168,0
6255,193171,0
6256,193174,1
6257,193177,1
6258,193180,1
6259,193183,0
6260,193186,0
6261,193189,1
6262,193192,0
6263,193195,1
6264,193198,1
6265,193201,1
6266,193204,1
6267,193207,0
6268,193210,1
6269,193213,1
6270,193216,1
6271,193219,1
6272,193222,1
6273,193225,1
6274,193228,1
6275,193231,1
6276,193234,0
6277,193237,0
6278,193240,1
6279,193243,1
6280,193246,1
6281,193249,1
6282,193252,0
6283,193255,0
6284,193258,1
6285,193261,0
6286,193264,0
6287,193267,0
6288,193270,1
6289,193273,0
6290,193276,1
6291,193279,1
6292,193282,0
6293,193285,1
6294,193288,1
6295,193291,0
6296,193294,1
6297,193297,0
6298,193300,0
6299,193303,1
6300,193306,1
6301,193309,1
6302,193312,1
6303,193315,0
6304,193318,1
6305,193321,1
6306,193324,1
6307,193327,0
6308,193330,1
6309,193333,1
6310,193336,0
6311,193339,0
6312,193342,0
6313,193345,0
6314,193348,1
6315,193351,1
6316,193354,0
6317,193357,1
6318,193360,0
6319,193363,0
6320,193366,0
6321,193369,1
6322,193372,1
6323,193375,0
6324,193378,0
6325,193381,0
6326,193384,1
6327,193387,0
6328,193390,1
6329,193393,0
6330,193396,0
6331,193399,1
6332,193402,0
6333,193405,0
6334,193408,0
6335,193411,0
6336,193414,0
6337,193419,0
6338,193422,1
6339,193425,1
6340,193428,1
6341,193431,0
6342,193434,1
6343,193437,1
6344,193440,1
6345,193443,1
6346,193446,0
6347,193449,0
6348,193452,1
6349,193455,1
6350,193458,0
6351,193461,0
6352,193464,1
6353,193467,1
6354,193470,1
6355,193473,1
6356,193476,0
6357,193479,0
6358,193482,0
6359,193485,0
6360,193488,1
6361,193491,0
6362,193494,0
6363,193497,0
6364,193500,0
6365,193503,0
6366,193506,1
6367,193509,1
6368,193512,1
6369,193515,0
6370,193518,1
6371,193521,0
6372,193524,1
6373,193527,1
6374,193530,1
6375,193533,0
6376,193536,1
6377,193539,0
6378,193542,0
6379,193545,0
6380,193548,1
6381,193551,1
6382,193554,0
6383,193557,1
6384,193560,0
6385,193563,1
6386,193566,1
6387,193569,0
6388,193572,0
6389,193575,1
6390,193578,0
6391,193581,1
6392,193584,1
6393,193587,0
6394,193590,0
6395,193593,0
6396,193596,1
6397,193599,1
6398,193602,1
6399,193605,0
6400,193608,1
6401,193611,1
6402,193614,0
6403,193617,1
6404,193620,0
6405,193623,1
6406,193626,1
6407,193629,1
6408,193632,1
6409,193635,0
6410,193638,1
6411,193641,1
6412,193644,1
6413,193647,1
6414,193650,0
6415,193653,0
6416,193656,0
6417,193659,0
6418,193662,1
6419,193665,1
6420,193668,1
6421,193671,0
6422,193674,1
6423,193677,1
6424,193680,0
6425,193683,0
6426,193686,1
6427,193689,1
6428,193692,1
6429,193695,1
6430,193699,1
6431,193702,1
6432,193705,1
6433,193708,1
6434,193711,0
6435,193714,0
6436,193717,0
6437,193720,1
6438,193723,1
6439,193726,1
6440,193729,0
6441,193732,0
6442,193735,0
6443,193738,0
6444,193741,1
6445,193744,1
6446,193747,0
6447,193750,0
6448,193753,0
6449,193756,0
6450,193759,1
6451,193762,0
6452,193765,1
6453,193768,0
6454,193771,0
6455,193774,1
6456,193777,1
6457,193780,0
6458,193783,1
6459,193786,0
6460,193789,1
6461,193792,1
6462,193795,1
6463,193798,1
6464,193801,0
6465,193804,0
6466,193807,1
6467,193810,1
6468,193813,1
6469,193816,1
6470,193819,0
6471,193822,1
6472,193825,0
6473,193828,1
6474,193831,1
6475,193834,1
6476,193837,1
6477,193840,1
6478,193843,1
6479,193846,1
6480,193849,1
6481,193852,1
6482,193855,0
6483,193858,1
6484,193861,1
6485,193864,0
6486,193867,0
6487,193870,1
6488,193873,1
6489,193876,0
6490,193879,1
6491,193882,0
6492,193885,0
6493,193888,0
6494,193891,1
6495,193894,0
6496,193897,1
6497,193900,0
6498,193903,0
6499,193906,1
6500,193909,0
6501,193912,1
6502,193915,0
6503,193918,0
6504,193921,0
6505,193924,0
6506,193927,1
6507,193930,0
6508,193933,0
6509,193936,0
6510,193939,0
6511,193959,0
6512,193962,1
6513,193965,1
6514,193968,1
6515,193971,1
6516,193974,0
